,ug_review,Оценка,Категория,Запрещенные слова
543,Отличное радио!,2.0,,
544,Говнище!!!!,0.0,,да
545,После обновления невозможно зайти в приложение - постоянно идёт загрузка... Лишена возможность пользоваться приложением с телефона.,0.0,0.0,
546,"Скачал сие приложение, установил, запустить так и не получилось,, даже ошибку не пишет.",0.0,0.0,
547,Не работает. Пишет нет соединения с интернетом... Жесть!,0.0,0.0,
548,Очень удобное приложение,2.0,,
549,Работает нормально 👍,2.0,,
550,"Хорошая альтернатива ютубу, если любишь залипать в игры👍",2.0,,
551,Нет доставки до пинчуги,0.0,1.0,
552,После обновления перестал работать,0.0,0.0,
553,приложение слишком перемудрили. невозможно обратиться в службу поддержки. робот тупит,0.0,0.0,
554,Хоть не обновляй приложение. Т.к. каждый раз сбрасывается логин-пароль. А восстановление сделано через одно место,0.0,0.0,
555,"Сделайте пжл что-нибудь  - приложение без конца просит обновить его, хотя уже обновляла не раз. Телефон не Xiomi, a Samsung. И памяти на телефоне очень много занимает. Который день не могу нормально зайти",0.0,0.0,
556,Очень хорошее приложение. Спасибо!,2.0,,
557,Не грузит обновление,0.0,0.0,
558,Как убрать рекламу навсегда? Без подписок?,1.0,0.0,
559,Очень хороший товар,2.0,,
560,"Хорошо, только деньги сосет как пылесос",2.0,,да 
561,"Отличное приложение, работает!",2.0,,
562,Последнее обновление сломало приложение .Miui 13 android 11 тело MI 9T,0.0,0.0,
563,"Сделайте пожалуйста нормальный график торговли, необходимо для просмотра; дневной, недельный, месячный и т.д.. Необходимо в истории видеть какую сумму сняли за непокрытую позицию. ",1.0,0.0,
564,Приложение после перехода на оплату вылетает. Не советую устанавливать.,0.0,2.0,
565,После обновления запускается и через 2 сек закрывается.,0.0,0.0,
566,Как обновить?,1.0,0.0,
567,"часто показывает неверное время прибытия транспорта к остановке,рисует движущиеся фантомы вместо реального электробуса- зачем это делать-не ясно- только вводит пассажиров в заблуждение",0.0,0.0,
568,Гугл защита маркирует как подозрительное приложение - собирает слишком много данных. Не стал обновлять.,0.0,0.0,
569,"Тупое поиложен е ! Работает с тормозами и отператоы тупые ! Вместо ответа по sms или в приложении шлют письма заказные ! Мозгов вообще нет у операторов ,еслизаказные письма отправляют и мне надо ходить за ними на почту!",0.0,0.0,да
570,"Сделайте, пожалуйста, чтобы можно было войти в аккаунт после выхода. В браузере все ок, а приложение не распознает данные учетки. Давно уже",0.0,0.0,
571,"Оплата по СБП недоступна, не получается купить. Как-то через раз выходит.",0.0,2.0,
572,"Два звука, ставлю на паузу и тормозит видео, и останавливается один из двух звуков",0.0,0.0,
573,Заказал справку из ЕГРН за 650 рублей. Скачать справку невозможно кнопка не активна.,0.0,0.0,
574,Сегодня не получилось подключиться. Раньше был отличный впн,0.0,0.0,
575,Отличное приложение. Доставка всегда в срок. Меня всё устраивает,2.0,,
576,"Что значит приложение работает некорректно, надо отметить какие-то вебадреса в настройках, откуда я знаю какие вебадреса надо",0.0,0.0,
577,"Работает хорошо, вопросов нет.",2.0,,
578,Надеюсь проект будет допилен до чего то действительно достойного! Пока-что жду. 5 звездочек для поддержки).,1.0,0.0,
579,"Версия отсюда нормально не показывет уведомления, я таким образом упустил покупателей, отвяжите уведомления от рустора, иначе они не показываются без запуска рустор.",0.0,0.0,
580,"В целом все хорошо. Но.... Часто слушаю на магнитоле в машине, но нету голосового управления. Внедрите Алису. Будет замечательно. СРОЧНО ТРЕБУЮ АЛИСУ В ПРИЛОЖЕНИЕ.",2.0,,
581,"Я просто не понимаю, в чем проблема? Взять приложение любого другого банка, поюзать его и найти 10000000 отличий и сделать как там !!!!!  Ваше приложение самое ущербное , только из за этого я стал клиентом другого банка !!!!",0.0,0.0,
582,"Приложение не рабочее. В чатах сообщения не отправляютя, данные о чатах не загружаются. Задачи вообще не работают. Зачем выкладывать не рабочее приложение?",0.0,0.0,
583,"Газпром и Энергосбыт свои акции завершил, больше ничего интересного нет. Приложение теперь просто занимает место. Можно сносить.",0.0,0.0,
584,"Вчера новая версия вышла, и хотелось бы что нибудь в секторе нового",1.0,0.0,
585,"Не работает, ошибка запроса на экране авторизации",0.0,0.0,
586,"Я бы поиграл конечно побольше чем побег в начале, если бы бы на экране было бы нарисован стик, я разрабатывал игры на юнити и знаю что это просто реализовать, а так не играбельно, но очень красиво.",1.0,0.0,
587,Игра крутая,2.0,,
588,"Почему не могу зайти в приложение? Через vk всплывает белый экран, а по номеру, звонок не поступает.",0.0,0.0,
589,В Челябинской области пусто,1.0,,
590,не работает без Гугл сервисов,0.0,0.0,
591,Хороший сервис! Но лучше Google карт поставьте Яндекс или 2гис!,1.0,1.0,
592,Все работает хорошо!,2.0,,
593,Сделайте перевод без комиссии! Пожалуйста!,1.0,0.0,
594,Приложение удобное! Цены не кусаются! Красота!,2.0,,
595,Верните бесплатный возврат товара и бесплатные пакеты! Раньше было лучше!,1.0,0.0,
596,Удобное приложение!,2.0,,
597,"Приложение работает хорошо, но стоит дополнить интерфейс!",1.0,0.0,
598,Хорошо работает! Удобно!,2.0,,
599,Удобно!,2.0,,
600,Удобное приложение!,2.0,,
601,Приложение работает хорошо!,2.0,,
602,Удобно! Приложение работает хорошо!,2.0,,
603,Почему на старте переключения с волны на волну бъёт максимальный звук по динамикам ?  Ведь можно же доработать для комфорта ..,0.0,0.0,
604,"Отличное приложение . Все понятно, нет ничего лишнего . Вся информация есть . Моя оценка +100",2.0,0.0,
605,"Huawei mate 50 pro на этапе авторизации выдает ошибку ""Упс... Что то пошло не так"", на втором телефоне realme x2pro работает корректно",1.0,0.0,
606,Игра топ в своём жанре.,2.0,,
607,"Открывается и вылетает, на Самсунге.",0.0,0.0,
608,Ошибка 6002,0.0,0.0,
609,Магазин м.видео очень хорошая,2.0,,
610,Плохо,0.0,0.0,
611,"Урегулируйте рекламу, опять пропала. На праздники не поиграть нормально.",0.0,1.0,
612,Очень хорошее приложение,2.0,,
613,"Приложение работает хорошо. Всё корректно отображается, нет проблем в работе. Плюс за последние месяцы в принципе банк стал гораздо лучше (спасибо за категории кэшбэка). Спасибо!",2.0,,
614,Пользуюсь давно,2.0,,
615,"Функционал бедноват. Почему-то нельзя выбрать одновременно фото и видео, только что-то одно. Почему-то не работает автоповорот изображения, надо поворачивать кнопкой. Нельзя сразу видеть инфо об изображении, надо нажать кнопку. Настроек невероятно мало.",0.0,0.0,
616,КРОХОБОРЫ. С заправок процен и с пользователей процентик. Я отлично дойду до кассы и оплачу там.,0.0,2.0,
617,Когда решите вопрос с уведомлениями?,1.0,0.0,
618,"В последние время через приложение не получается брать билеты, только через сайт. Сейчас обновление сделаю посмотрю как будет и напишу комментарий.",1.0,0.0,
619,"Все работает. Как пожелание, добавьте возможность держать в приложении скидочые карты (на подобии как в Samsung Pay). Будет очень удобно!",2.0,,
620,"Ушло  из приложении окно  ""транспорт"", а я пользуюсь общественным транспортом, а не такси, т. к я пенсионер. Прошу вернуть  окно "" Транспорт"", в противном случае, оно мне без надобности. ",1.0,0.0,
621,"Один раз сигнал, далее не могу пополнить счёт, в данной шарашке сказали могут заблокировать счёт без объяснения причин. Подумайте прежде чем нести туда деньги. Всём удачи!",0.0,0.0,
622,"Приложение удобное, операторы вежливые, банк супер",2.0,,
623,"Отличное приложение. Пользуюсь уже много лет. А по случаю, несколько лет назад, даже прикупил пожизненную лицензию. Недавно принял участие в тестировании новых интерфейсов будущих версий, за что получил 30 мин. Крайне приятное приложение.",2.0,,
624,Привет 👋 видео долго грузится у вас прислабом Интернет работает в России медленно зделайте как тик токе лайт ничего лишнего только видео лайк 👍 или дизлайк 👎 отписка писка и все спасибо большое запреложение🌹,0.0,,да
625,Игра постоянно вылетает,0.0,0.0,
626,Отличная вещь,2.0,,
627,Лучший 👍!,2.0,,
628,Не заходит в приложение второй день!!! Исправьте!,0.0,0.0,
629,Хорошее приложение,2.0,,
630,"Нет возможности оплатить yota-интернет через приложение ВТБ. Номер договора с йотой 12 цифр, а ВТБ приложение дает ввести не больше 10.",0.0,0.0,
631,Какой источник погоды? Как оплатить?,1.0,0.0,
632,👍,2.0,,
633,Не запускается:Ошибка.Перезапуск ничего не даёт!,0.0,0.0,
634,Не запускается:Ошибка.Перезапуск ничего не даёт!А раньше не было проблем.Есть о чём вспомнить!,0.0,0.0,
635,"Не запускается:Ошибка.Перезапуск ничего не даёт!А раньше не было проблем.Есть о чём вспомнить!Донаты хорошо просим,а продукт не работает!",0.0,0.0,
636,Не запускается,0.0,0.0,
637,Не работает. После появления логотипа закрывается.,0.0,1.0,
638,После обновления немогу оплатить картой втб,0.0,0.0,
639,Отлично работает приложение,2.0,,
640,"Приложение работает оооочень плохо!!! Не обновляются данные по ипотеке по Сбер ID!!! Просьба, устраните неполадки, пользоваться приложением невозможно! Переустановка приложения не помогла, кстати!! 1 балл вмести 5 в оценку!",0.0,0.0,
641,Приложение прекрасное!,2.0,,
642,Я в восторге. Этот плеер прокачал звук в паре смартфон-колонка до приятной неузнаваемости! Расширил стереобазу и теперь слушаю джаз с улыбкой довольного кота!,2.0,,
643,"Работает отлично, благодарю!",2.0,,
644,Невозможно зарегистрироваться,0.0,0.0,
645,"Шляпа полная, мозгов ноль у вас.!",0.0,0.0,
646,всё работает!,2.0,,
647,"Почему после скачивания приложения,не появилась иконка на рабочем столе?",1.0,0.0,
648,Дают данные другим банкам и т.д.,0.0,0.0,
649,Дают мои данные другим банкам и т.д. (Доказано).,0.0,0.0,
650,Пойдет стрелялка!!!,2.0,,
651,Не открывается,0.0,0.0,
652,Цена доставки в минус . И как обычно глючит оплата . В том числе периодически почему - то и в Сбере тоже ((( .,0.0,2.0,
653,"Всё работает кроме в ватсапе, не отображаются смайлы",1.0,0.0,
654,"Не все камеры... Я так понимаю, их надо как-то самому заносить в программу. По трассе, говорит пост ДПС, а его и нет там...",1.0,0.0,
655,Не стартует. Андроид 13,0.0,0.0,
656,Все отлично. Спасибо большое разработчикам.,2.0,,
657,Супер приложение,2.0,,
658,"Максимально неудобное приложение, на установку которого нужно полчаса времени и ещё полчаса минимум на вход.",0.0,0.0,
659,Лучший плеер - пользуюсь уже почти 10 лет. Ждём разблокировку в Русторе ;),2.0,,
660,"Обновление ничего не изменило, до полной версии все равно не расширяется",0.0,0.0,
661,"Обновление ничего не изменило, до полной версии все равно не расширяется. Рейтинг приложения ниже плинтуса, а разрабы ничего не делают, чтобы все работало как часы.",0.0,0.0,
662,"Приложение работает на моем телефоне намного стабильнее, чем до этого стоявший гуглпей",2.0,,
663,Бесит и двойной звук и реклама и отсутствие картинки чтоб посмотреть новости надо раза три перезапускать,0.0,0.0,
664,После обновления не могу передать показания. Ошибка. Последнее обновление не исправило ситуацию,0.0,0.0,
665,Нет прозрачности и ясности начислений. Не отображается свой тариф обслуживания в настройках. Некомпетентность сотрудников. Тупость чатбота с очевидными и бесполезными вариантами вопросов или ответов.,0.0,0.0,
666,"Отличное приложение! Как тут купить его? Давно куплено в плей маркете, но и тут хочу купить, поддержать отечественного разработчика.",2.0,,
667,что с вами сколько можно обновляться час потратил на обновление а сраную справку получить не могу отвечают попробуйте попозже когда попозже когда она уже не нужна будет?😠😠😠,0.0,0.0,
668,что с вами сколько можно обновляться час потратил на обновление а сраную справку получить не могу отвечают попробуйте попозже когда попозже когда она уже не нужна будет?😠😠😠можно было бы я бы поставил-5,0.0,0.0,
669,Работает нормально.,2.0,,
670,"Скажите, если ранее плеер был куплен в плей маркете, обновив здесь покупка/лицензия не пропадёт ?",1.0,0.0,
671,Обновление всё сломало. Теперь не открывается совсем :(,0.0,0.0,
672,НЕ РАБОТАЕТ 😡😡😡 я удалил все плей маркиты !!! Без этого иностранного дерьма приложение не запускается 😡😡😡,0.0,0.0,да
673,Не запускается вообще,0.0,0.0,
674,Приложение нравится.Помогите пожалуста разобраться с монетками которые даёт само приложение.Зачем они и где их можно использовать.,2.0,,
675,"Супер.За 700р в месяц ,телек,планшеты,телефон,до пяти устройств.Всё устраивает,есть конешно косячки но не фатально.",2.0,,
676,"Перестал резко работать,пишет ошибка с клиентскими данными!!!Почему?",0.0,0.0,
677,Почему перестало работать приложение,0.0,0.0,
678,"Оплата по QR-коду работает частично, какие-то коды считывает, какие-то нет. В приложениях других банков коды считываются без проблем. В общем приложение требует доработки.",1.0,0.0,
679,Лучшее приложение для лучшего хостинга.,2.0,,
680,"Неплохое приложение. Открывать быстрее, чем приложение банка для оплаты нфс. Планируется ли реализация возможности добавления скидочных карт магазинов по штрих-коду? Было бы очень удобно.",1.0,2.0,
681,"Скачала, чтобы поставить положительную оценку. Игра и ее разные истории от фанатов 10/10♥️",2.0,,
682,Это база,2.0,,
683,Это база. Спасибо за веселое детство.,2.0,,
684,"Хотел найти билеты на самолёт, ан нет, это приложение хоть и называется самолёт, но к нему даже рядом отношения не имеет. Тот кто ставил название, ""похож на идиота"".",0.0,0.0,да
685,Приложение просит сервисы гугл. На хуавей не применимо.,0.0,0.0,
686,"Хуета полная, зайти невозможно пишет не правильный пароль....",0.0,0.0,да
687,"Ребят вы серьёзно, вы же так хорошо начали . и на таком теряете клиентов , ваше приложение не работает совсем .. Уже переустановил раз 10 результата ноль . работайте над ошибками",0.0,0.0,
688,Не работает после обнавления...не загружает карту..переустонавливал ..всеравно без результата..,0.0,0.0,
689,"Растете прямо на глазах! Пять лет буру технику только у Вас) удобно оформлять, забирать) Сделайте оплату мир пэй, чтоб карту не вводить) не сложно, но платить кнопкой было бы приятней) дальнейших успехов и развития)",2.0,,
690,"Неправильное отображение убытка, прибыли",0.0,0.0,
691,"Обои скачиваем? Нет, рекламу показываем",0.0,1.0,
692,"Не работает! Пишет проверка микрофона и темнота. Рукожопы, сначала нужно сделать и протестить, а потом уже рекламировать с ТВ. Rustore, а работает на Google cervice😂Программисты самоучки",0.0,0.0,да
693,Какая то ерунда скачать скачал и не могу вообще установить. Скачивал раза 4 все время сбрасывалось. Теперь не устанавливается вообще.,0.0,0.0,
694,Не могу обновить приложение,0.0,0.0,
695,Я сегодня вообще не могу войти в приложение!!!! Это вечная катастрофа.,0.0,0.0,
696,Перестали открываться pdf-фпйлы.,0.0,0.0,
697,Перестали открываться pdf-файлы.,0.0,0.0,
698,Во время установки произошла ошибка. По новой пробую опять то же самое. Не смог установить,0.0,0.0,
699,Люди когда выбираете связь их читайте условия тарифа внимательно. Там столько подводных камней. И сейчас в новом тарифе безлимит там тоже самое. Смотрите внимательно за что платить 680р деньги не малые.,1.0,2.0,
700,"Вк стало какой то помойкой всевозможных вещей- ну зачем мне здесь курс валют, шагомер и погода? И где тот дизайнер ui который догадался убрать боковое меню в подменю ""сервисы""!? ",0.0,1.0,
701,Удобное и умное приложение.,2.0,,
702,Очень нужна возможность запуска видео на телевизоре через приложение,1.0,1.0,
703,"Приложение работает более менее стабильно. А почему бы не сделать, чтобы в приложении можно было хранить карты лояльности и прочие?",1.0,0.0,
704,Отличное приложение!!!!Советую,2.0,,
705,Приложение не открывается!,0.0,0.0,
706,А с какого перепуга Российское приложение при открытии обращается к пиндосоаскому гугл-аккаунту????,0.0,0.0,да
707,А с какого перепуга Российское приложение при открытии обращается к пиндосовскому гугл-аккаунту????,0.0,0.0,да
708,Неработает,0.0,0.0,
709,"Программа хорошая, я покупал её в плей маркете. а теперь пишет подтвердить  перехожу, а там скачать анлок, а он не скачиваетсч. Что? Снова покупать.",2.0,,
710,"Программа хорошая, я покупал её в плей маркете.с какого-то она подзависла и я почистил данные захожу а там ещё не купили бла...бла...подтвердите. Перехожу по ссылке внутри, там скачать анлок, а он не скачивается. Что делать? Снова покупать.",2.0,,
711,Вылетает на android 13,0.0,0.0,
712,"Быстрее всего подключился этот впн , а в других , например виндскрайб 5 минут ждала и не работает. Приложение супер , советую.",2.0,,
713,"Сделайте наконец уже в играх мельница и тряска дерева по одной попытки, ну ненужные 2 остальные если выпадает всегда только одна, зачем ?",1.0,0.0,
714,"Хоть и короткая, но сплошная реклама, никакого сюжета, очень далеко до Гарден и хомескейпс",0.0,0.0,
715,"Намного удобнее чем просто смотреть статус на али, так как более актуальная информация.",2.0,,
716,"Приложение видать делали америкосы так как регистрация должна проходить через Google аккаунт, КАК? 🤦‍♂️. Что самим мозгов не хватило разработать приложение.?",0.0,1.0,
717,"Ставлю 5 из уважения и за старания. Но зайти не могу. Кнопка ""вперед"" после указания номера телефона не работает.",0.0,0.0,
718,Всё работает хорошо,2.0,,
719,После обновления перестало открываться,0.0,0.0,
720,Отвяжите от Гугл сервисов,1.0,1.0,
721,"Растяните изображение на весь экран, зачем это ограничение для фронтальной камеры. У меня телефон с подэкранной камерой. Бесит эта чёрная полоса с боку, как-будто дефективная обрезка экрана.",1.0,1.0,
722,"Добавьте камеры на Ай-Петри,камеры Москвы",1.0,0.0,
723,"Внедрить в почтовое приложение неотключаемую рекламу, это конечно классика.",1.0,0.0,
724,"После входа, просто чёрный экран🤔",0.0,0.0,
725,"После входа, просто чёрный экран🤔 Honor 30 pro plus",0.0,0.0,
726,Работает отлично!,2.0,,
727,"Обновление скачивается, но не устанавливается",0.0,0.0,
728,"Здесь старая неработоспособна я версия приложения, в Google Play версия приложения гораздо новее и стабильнее",1.0,0.0,
729,Во время технических работ приложение полностью не доступно  8-10 часов. При этом  заранее не предупреждают. Никаких оповещений.  До 7 утра по Москве.  Люди живут не только в Москве!,0.0,0.0,
730,Все отлично,2.0,,
731,"Сделали новое приложение, а реклама не работает, теперь даже с впн. Написала разработчиам, уже вторую неделю решают эту проблему. Лучше бы с впн оставили, как было.",0.0,0.0,
732,"Сделали новое приложение, а реклама не работает, теперь даже с впн. Написала разработчиам, уже вторую неделю решают эту проблему. Лучше бы с впн оставили, как было.",0.0,0.0,
733,"Очень юмарной и специфический проект, но у кого мало времени для игр самое то. Обязательно попробуйте.",2.0,,
734,После обновления приложения у меня пропал Яндекс сплит,0.0,0.0,
735,После обновления приложения у меня пропал Яндекс сплит,0.0,0.0,
736,После обновления приложения у меня пропал Яндекс сплит . И это накануне распродажи 11.11. молодцы ребята,0.0,0.0,
737,"В приложении очень древние карты, на этих картах указаны здания котых уже очень давно не существует.",0.0,0.0,
738,"Спасибо за возможность не выходить из дома, когда забываешь купить хлеб))",2.0,,
739,Пользуюсь с удовольствием. Хорошее и нужное приложение.,2.0,,
740,"Легонько, не напряжно. Прикольно. Для легкого убивания времени, и просто разрядки мозга. Самое то.",2.0,,
741,Не открывается без гугл-сервисов,0.0,0.0,
742,"Модернизируйте приложение, тупит жёстко, три часа заходит и переключается с одного номера на другой",0.0,0.0,
743,Не входит в игру сразу выкидывает,0.0,0.0,
744,Все отлично работает. Столько положительных эмоций. Спасибо за котиков),2.0,,
745,"Программу сильно усложнили, на телефоне она стала бесполезной, телефон покупателя программа скрывает, все звонки через программу,  дурные, бесполезные действия",0.0,0.0,
746,"Не приходит ни смс ни звонок, запретов на телефоне нет",0.0,0.0,
747,Где новые регионы РФ?,1.0,0.0,
748,"Ставлю 4звезды,потому что не указываются начисления за обслуживание,которые начисляются раз в год.",1.0,2.0,
749,"Отличное приложение, работает на ура! Надеюсь будет ещё лучше и лучше 🤝👍",2.0,,
750,"Отличное приложение, огромный выбор, можно найти дорогостоящие товары по лояльным ценам",2.0,,
751,Телефон старый не поддерживает приложение,0.0,0.0,
752,С каждым обновлением приложение развивается. Рутуб год назад и Рутуб сейчас разные приложения. Надеюсь вы станете главной площадкой России и уже иностранцам придётся пробиваться к нам на платформы что бы нести пропаганду.,2.0,,
753,"Зачем сториз подняли вверх портфеля? Ужасное решение для тех, кто не любим формат сториз, а таких не мало(",0.0,0.0,
754,"Игра хорошая, но слишком мелкий текст",1.0,0.0,
755,"Игра хорошая, но слишком мелкий текст",1.0,0.0,
756,Быстрая доставка.быстрый возврат денег при отмене заказа,2.0,,
757,Старое приложение было лучше. Все было на своих местах . В новом не могу найти где что.,0.0,0.0,
758,Старое приложение было лучше. Верните как было.,0.0,0.0,
759,"После последнего обновления через Rustore перестали загружаться полис ОМС и прикрепление к поликлинике в разделе ""медицинские документы"". Ни через обещанные приложением  15 минут ни более чем 5 дней. В предыдущей версии приложения всё срабатывало.",0.0,0.0,
760,Не переносит треки с другого сервиса нет сети пишет,0.0,0.0,
761,"Здравствуйте, когда исправите это проблему? Чек не могу сохранить",1.0,0.0,
762,"Здравствуйте, когда исправите это проблему? Чек не могу сохранить",1.0,0.0,
763,"Здравствуйте, когда исправите это проблему? Чек не могу сохранить",1.0,0.0,
764,"И для чего это обновление, если оно по прежнему просит гугл сервисы? Обновляться тогда проще в в PlayMarkete",0.0,0.0,
765,"Не могу оценить игру, потому что требуется обновление, а его нет. Не обновляется ничего, и игра не запускается.",0.0,0.0,
766,Всё работает,2.0,,
767,Всё нравится,2.0,,
768,Не могу войти,0.0,0.0,
769,Пользуюсь давно и не желею,2.0,,
770,Не работает ни хрена,0.0,0.0,
771,Очень шустрое и удобное приложение. Также очень красивый дизайн.,2.0,,
772,На сегодняшний денёк это лучший карш. Приложение правда подтупливывает.,2.0,,
773,Отличное приложение,2.0,,
774,Круть,2.0,,
775,Ну такое...,1.0,1.0,
776,"После обновления перестал работать отпечаток пальца, как всегда лучше не обновляться",0.0,0.0,
777,После обновления почему то списали 40₽ и кешбек,0.0,2.0,
778,"Невозможно пользоваться. Постоянно при оплате требует подтверждения пальцем, но оплаты не происходит. Галка в настройках убрана. Аппарат OnePlus 9pro",0.0,2.0,
779,"Приложуха не для детей, слова 3 класснику отгадать многие сложно и примерно после 5 лвла реклама 😒",0.0,0.0,
780,"Здравствуйте, почему при работе с приложением навязчиво требует гугл сервисы, если они не доступны, без гугл сервисов приложение вк не может существовать.?",0.0,0.0,
781,"Тупой до невозможности. Реклама на каждой панели. Так и не разобрался как запомнить таймер. Реклама очень мешает. Две звёзды лишь за труд, хоть и бесполезный. Жаль.",0.0,0.0,да
782,"Приложение хорошее, учитывая сложности быстрота и внезапности перехода на другие условия работы в связи с ситуацией в стране , банк достаточно быстро реагировал !  Всё работает отлично, очень удобно . Просьба добавить отложенный платёж по дате",2.0,,
783,"Приложение хорошее, учитывая сложности быстроты и внезапности перехода на другие условия работы, в связи с ситуацией в стране , банк достаточно быстро реагировал !  Всё работает отлично, очень удобно . Просьба добавить отложенный платёж по дате",2.0,,
784,"Да,сервер не ловит! А так 5звёзд!",2.0,,
785,"Раньше уведомления с кодами и списаниями/зачислениями приходили на оба моих устройства..теперь полупокерный Сбербанк решил монетизировать и эту функцию за 70р в месяц..животные, на всем вы пытаетесь бабки содрать.!!",0.0,0.0,да
786,Имба,1.0,,
787,"Все конечно супер, но что делать если у меня телефон не обновляется до андроид 7.0. Получается я остаюсь без положения. Грубая недороботка программистов.",0.0,0.0,
788,Приложение не запускается Huawei p 40,0.0,0.0,
789,"Да вы уже утомили слать сегодня уведомления об акциях, сюрпризах, функциях, возможностях и прочей бесполезной чепухе. Прекратите, пожалуйста.",0.0,1.0,
790,"надеюсь в обновлении исправите управление, так же пропадает звук.",0.0,0.0,
791,"приложение страшно тормозит, требует обновления чуть ли не каждый день... разработчики остановитесь",,,
792,Вы там что делаете с приложением? С последними обновлениями тормозит не по детски,,,
793,Помойка.,,,
794,А где 0 на клавиатуре?,,,
795,"То работает, то не работает!Надо удалить и не надо занимать  память телефона!Приложение чушь полная!",,,
796,Не получается войти,,,
797,Зарегистрировался)!,2.0,,
798,"Rustore, поймите что приложение Вайлдберриз без обновления не открывается. Люди не могут забирать свои заказы. Выкладывайте обновления вовремя. Не подводите людей которые вам поверили!",,,
799,Не работает бонусы сбер спасибо,,,
800,Не могу зайти в приложение,,,
801,Отображаются не все кнопки с буквами. Очень много рекламы уже на первом задании.,,,
802,Сделайте обновление. Уже просит,,,
803,Кривое приложение.Не работает !,,,
804,Не устанавливается. Пишет - Верися содержит неисправностиили не корректна.,,,
805,"Супер приложение, отлично работает и постоянно обновляется!                     Всегда можно узнать какая акция проходит!",,,
806,"Не открываются фильтры, от слова нигде, вообще! Делайте что-то!",,,
807,После обновления приложение не работает.,,,
808,Слишком хитровыебана. Жкж хер платежку найдешь. А смс приходит. Что платежку банк сумму видит их дука. На хер тогда я у вас платить буду если её найти невозможно в вашей проге.б....,,,
809,Почему в мир пей нет голосового оповещения все уведомления разрешены и приложение несколько раз переустонавливал,,,
810,"Купил энергию, пытался открыть строчку, строчка не открывается, потом вообще энергия пропала написал в поддержку вернули, пытался опять открыть строчку ничего не выходит, только зря бонусы потратил",,,
811,"Не получается зарегистрироваться🤬, при вводе пароля выдает ошибку (пробовал различные комбинации).",,,
812,Отлично,,,
813,Я не понимаю почему у меня в тарифе пишет что для смс 3 рубля надо а у меня на балансе 12 руб как за смс заплотить?,,,
814,"Приложение в Луганской области не открывается, было скачано через rustore",,,
815,Отлично работает-доволен,,,
816,С последней версией Restore  не устанавливается обновление,,,
817,При первом знакомстве хороший рабочий шустрый vpn,,,
818,"В конце кина, я его с собой на космический корабль возьму этот плеер! Шедевр! В 7 лет у меня был Walkmen, в 42 появился ""R""oweramp! Благодарю создателя за прекрасный чемодан с кассетами!",,,
819,Вы когда сделаете достойное приложение? С каждым обновлением оно становиться только хуже. Сегодня все бронирования исчезли и их никак не добавить.,,,
